id,age,educ,paeduc,sex,race,income,region,polviews,relig,slt8,s9_11,s12,s13_15,s16,s17_18,sgt18,stage,cage,female,white,black,other,south,nrthest,midwest,west,missed,missag,misssx,missra,missrg,misspa,miss
1375,54,12,,female,black,$10000 - 14999,south atlantic,slghtly conservative,protestant,12,1,0,1,0,1,1,.45938349,7.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1376,36,9,11,female,black,$6000 to 6999,south atlantic,moderate,protestant,9,1,0,0,0,0,0,-.57713521,-10.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1377,89,10,,female,black,$10000 - 14999,e. sou. central,liberal,protestant,10,1,0,1,0,1,1,2.4748366,42.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1378,77,8,,female,black,$10000 - 14999,e. sou. central,moderate,protestant,8,1,0,1,0,1,1,1.7838241,30.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1379,33,12,,male,black,$25000 or more,e. sou. central,extremely liberal,none,12,1,0,1,0,1,1,-.74988836,-13.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1380,23,14,,female,black,$15000 - 19999,e. sou. central,liberal,protestant,14,1,0,1,0,1,1,-1.3257321,-23.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1381,86,12,,female,black,$15000 - 19999,e. sou. central,,protestant,12,1,0,1,0,1,1,2.3020835,39.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1382,21,13,,male,black,$25000 or more,e. sou. central,moderate,protestant,13,1,0,1,0,1,1,-1.4409008,-25.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1383,77,10,,female,black,$10000 - 14999,e. sou. central,slightly liberal,protestant,10,1,0,1,0,1,1,1.7838241,30.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1384,44,13,,female,black,$10000 - 14999,e. sou. central,liberal,protestant,13,1,0,1,0,1,1,-.11646024,-2.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1385,42,12,3,female,black,$15000 - 19999,e. sou. central,moderate,protestant,12,0,0,0,0,0,0,-.23162898,-4.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1386,45,13,,male,black,$1000 to 2999,e. sou. central,moderate,protestant,13,1,0,1,0,1,1,-.05887587,-1.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1387,30,14,18,female,white,$25000 or more,e. sou. central,moderate,catholic,14,1,0,1,0,1,0,-.92264146,-16.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1388,46,12,16,male,white,$20000 - 24999,e. sou. central,slghtly conservative,protestant,12,1,0,1,1,0,0,-.0012914971,-.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1389,25,12,12,female,black,$15000 - 19999,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,-1.2105633,-21.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1390,29,14,16,male,black,refused,e. sou. central,extremely liberal,protestant,14,1,0,1,1,0,0,-.98022586,-17.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1391,35,12,0,male,black,$15000 - 19999,e. sou. central,moderate,protestant,12,0,0,0,0,0,0,-.63471961,-11.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1392,78,12,12,male,white,$25000 or more,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,1.8414085,31.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1393,28,16,10,female,white,$25000 or more,e. sou. central,conservative,protestant,16,1,0,0,0,0,0,-1.0378102,-18.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1394,53,15,5,male,white,refused,e. sou. central,moderate,protestant,15,0,0,0,0,0,0,.40179911,6.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1395,50,12,7,female,white,refused,e. sou. central,extrmly conservative,protestant,12,0,0,0,0,0,0,.229046,3.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1396,44,15,8,female,black,$20000 - 24999,e. sou. central,,protestant,15,0,0,0,0,0,0,-.11646024,-2.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1397,36,12,,female,black,$1000 to 2999,e. sou. central,conservative,protestant,12,1,0,1,0,1,1,-.57713521,-10.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1398,78,6,,male,white,$8000 to 9999,e. sou. central,slghtly conservative,protestant,6,1,0,1,0,1,1,1.8414085,31.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1399,29,14,12,male,white,$25000 or more,e. sou. central,moderate,protestant,14,1,1,0,0,0,0,-.98022586,-17.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1400,25,14,14,female,white,$25000 or more,e. sou. central,moderate,catholic,14,1,0,1,0,0,0,-1.2105633,-21.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1401,38,12,10,male,white,$25000 or more,e. sou. central,moderate,protestant,12,1,0,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1402,25,12,,male,white,$25000 or more,e. sou. central,moderate,none,12,1,0,1,0,1,1,-1.2105633,-21.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1403,25,16,,female,white,$25000 or more,e. sou. central,slghtly conservative,catholic,16,1,0,1,0,1,1,-1.2105633,-21.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1404,64,12,12,male,white,$25000 or more,e. sou. central,slghtly conservative,protestant,12,1,1,0,0,0,0,1.0352272,17.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1405,46,18,12,male,white,$25000 or more,e. sou. central,moderate,protestant,18,1,1,0,0,0,0,-.0012914971,-.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1406,79,18,4,female,white,$15000 - 19999,e. sou. central,conservative,catholic,18,0,0,0,0,0,0,1.8989928,32.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1407,61,15,12,male,white,$25000 or more,e. sou. central,slghtly conservative,protestant,15,1,1,0,0,0,0,.86247408,14.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1408,61,12,12,female,white,$20000 - 24999,e. sou. central,slghtly conservative,protestant,12,1,1,0,0,0,0,.86247408,14.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1409,44,13,,female,white,$25000 or more,e. sou. central,slightly liberal,protestant,13,1,0,1,0,1,1,-.11646024,-2.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1410,24,12,20,male,white,$25000 or more,e. sou. central,moderate,protestant,12,1,0,1,0,1,1,-1.2681477,-22.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1411,34,12,7,female,black,$25000 or more,e. sou. central,moderate,protestant,12,0,0,0,0,0,0,-.69230396,-12.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1412,36,14,,male,white,$25000 or more,e. sou. central,moderate,protestant,14,1,0,1,0,1,1,-.57713521,-10.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1413,37,15,16,male,white,$25000 or more,e. sou. central,slghtly conservative,protestant,15,1,0,1,1,0,0,-.51955086,-9.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1414,29,17,,female,white,$25000 or more,e. sou. central,moderate,protestant,17,1,0,1,0,1,1,-.98022586,-17.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1415,32,13,12,male,white,$25000 or more,e. sou. central,conservative,catholic,13,1,1,0,0,0,0,-.80747271,-14.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1416,35,12,,male,white,$25000 or more,e. sou. central,moderate,protestant,12,1,0,1,0,1,1,-.63471961,-11.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1417,42,16,12,female,white,$25000 or more,e. sou. central,liberal,catholic,16,1,1,0,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1418,39,13,12,female,white,refused,e. sou. central,slghtly conservative,protestant,13,1,1,0,0,0,0,-.40438211,-7.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1419,29,15,18,male,white,$25000 or more,e. sou. central,moderate,inter-nondenominational,15,1,0,1,0,1,0,-.98022586,-17.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1420,59,12,12,female,white,$25000 or more,e. sou. central,slightly liberal,protestant,12,1,1,0,0,0,0,.74730533,12.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1421,28,12,12,male,white,$25000 or more,e. sou. central,slightly liberal,none,12,1,1,0,0,0,0,-1.0378102,-18.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1422,48,11,,male,white,refused,e. sou. central,moderate,protestant,11,1,0,1,0,1,1,.11387725,1.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1423,32,12,6,male,black,$25000 or more,e. sou. central,slghtly conservative,protestant,12,0,0,0,0,0,0,-.80747271,-14.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1424,38,12,14,female,white,$20000 - 24999,e. sou. central,moderate,protestant,12,1,0,1,0,0,0,-.46196648,-8.0200005,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1425,42,13,9,female,black,$20000 - 24999,e. sou. central,slghtly conservative,protestant,13,1,0,0,0,0,0,-.23162898,-4.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1426,21,12,16,female,white,$25000 or more,e. sou. central,moderate,protestant,12,1,0,1,1,0,0,-1.4409008,-25.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1427,64,12,12,female,white,$25000 or more,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,1.0352272,17.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1428,24,12,14,male,white,$25000 or more,e. sou. central,slghtly conservative,protestant,12,1,0,1,0,0,0,-1.2681477,-22.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1429,23,13,15,male,white,$25000 or more,e. sou. central,moderate,protestant,13,1,0,1,0,0,0,-1.3257321,-23.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1430,50,16,19,male,white,$25000 or more,e. sou. central,slightly liberal,protestant,16,1,0,1,0,1,1,.229046,3.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1431,34,10,5,female,white,$20000 - 24999,e. sou. central,conservative,none,10,0,0,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1432,81,16,11,female,white,$25000 or more,middle atlantic,moderate,protestant,16,1,0,0,0,0,0,2.0141616,34.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1433,48,12,12,female,white,refused,middle atlantic,liberal,none,12,1,1,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1434,73,13,11,female,white,,middle atlantic,slightly liberal,protestant,13,1,0,0,0,0,0,1.5534866,26.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1435,42,12,12,male,white,$25000 or more,middle atlantic,slightly liberal,catholic,12,1,1,0,0,0,0,-.23162898,-4.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1436,57,20,11,male,white,$25000 or more,middle atlantic,liberal,none,20,1,0,0,0,0,0,.63213658,10.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1437,56,14,12,female,white,,middle atlantic,moderate,catholic,14,1,1,0,0,0,0,.57455224,9.9799995,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1438,47,14,15,male,black,$20000 - 24999,middle atlantic,liberal,protestant,14,1,0,1,0,0,0,.056292877,.98000002,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
1439,21,12,17,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,0,-1.4409008,-25.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1440,38,17,,male,white,$25000 or more,middle atlantic,moderate,none,17,1,0,1,0,1,1,-.46196648,-8.0200005,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1441,51,20,,male,black,$25000 or more,middle atlantic,slightly liberal,protestant,20,1,0,1,0,1,1,.28663036,4.98,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
1442,60,14,,male,white,$25000 or more,middle atlantic,moderate,catholic,14,1,0,1,0,1,1,.80488974,13.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1443,50,14,12,female,black,$25000 or more,middle atlantic,extremely liberal,protestant,14,1,1,0,0,0,0,.229046,3.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
1444,74,15,6,female,black,$20000 - 24999,middle atlantic,liberal,protestant,15,0,0,0,0,0,0,1.611071,27.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
1445,41,16,16,male,white,$15000 - 19999,middle atlantic,slghtly conservative,catholic,16,1,0,1,1,0,0,-.28921336,-5.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1446,47,15,12,female,white,$25000 or more,middle atlantic,moderate,none,15,1,1,0,0,0,0,.056292877,.98000002,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1447,59,12,7,female,white,$25000 or more,middle atlantic,conservative,catholic,12,0,0,0,0,0,0,.74730533,12.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1448,53,12,5,female,black,$8000 to 9999,middle atlantic,slghtly conservative,protestant,12,0,0,0,0,0,0,.40179911,6.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
1449,69,12,4,male,white,$15000 - 19999,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,1.3231491,22.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1450,42,16,12,female,white,$25000 or more,middle atlantic,slghtly conservative,catholic,16,1,1,0,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1451,63,17,,female,white,$10000 - 14999,middle atlantic,moderate,protestant,17,1,0,1,0,1,1,.97764283,16.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1452,19,13,12,female,white,$1000 to 2999,middle atlantic,moderate,protestant,13,1,1,0,0,0,0,-1.5560696,-27.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1453,57,17,19,male,white,$25000 or more,middle atlantic,slightly liberal,protestant,17,1,0,1,0,1,1,.63213658,10.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1454,62,12,14,female,white,$15000 - 19999,middle atlantic,moderate,catholic,12,1,0,1,0,0,0,.92005849,15.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1455,65,11,,male,white,$25000 or more,middle atlantic,liberal,catholic,11,1,0,1,0,1,1,1.0928116,18.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1456,36,13,18,male,white,$25000 or more,middle atlantic,liberal,none,13,1,0,1,0,1,0,-.57713521,-10.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1457,37,20,15,female,white,$25000 or more,middle atlantic,slightly liberal,protestant,20,1,0,1,0,0,0,-.51955086,-9.0200005,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1458,52,18,,female,white,$10000 - 14999,middle atlantic,extremely liberal,none,18,1,0,1,0,1,1,.34421474,5.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1459,19,11,,female,other,,middle atlantic,,buddhism,11,1,0,1,0,1,1,-1.5560696,-27.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
1460,40,12,,female,white,$15000 - 19999,middle atlantic,moderate,protestant,12,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1461,23,11,12,male,white,$20000 - 24999,middle atlantic,moderate,catholic,11,1,1,0,0,0,0,-1.3257321,-23.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1462,61,8,,male,white,$25000 or more,middle atlantic,,catholic,8,1,0,1,0,1,1,.86247408,14.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1463,40,12,16,male,black,$25000 or more,middle atlantic,moderate,none,12,1,0,1,1,0,0,-.34679773,-6.02,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
1464,47,12,12,male,white,$25000 or more,middle atlantic,extremely liberal,catholic,12,1,1,0,0,0,0,.056292877,.98000002,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1465,59,12,8,male,white,$10000 - 14999,middle atlantic,slghtly conservative,catholic,12,0,0,0,0,0,0,.74730533,12.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1466,34,20,8,male,white,$15000 - 19999,middle atlantic,moderate,catholic,20,0,0,0,0,0,0,-.69230396,-12.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1467,35,17,13,female,white,$25000 or more,middle atlantic,slghtly conservative,catholic,17,1,0,1,0,0,0,-.63471961,-11.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1468,40,12,,female,white,$25000 or more,middle atlantic,slightly liberal,protestant,12,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1469,50,16,10,male,white,$25000 or more,middle atlantic,liberal,catholic,16,1,0,0,0,0,0,.229046,3.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1470,30,16,14,male,white,$25000 or more,middle atlantic,slightly liberal,catholic,16,1,0,1,0,0,0,-.92264146,-16.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1471,48,12,,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1472,48,14,10,female,white,$25000 or more,middle atlantic,moderate,protestant,14,1,0,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1473,40,14,,male,white,$25000 or more,middle atlantic,slghtly conservative,catholic,14,1,0,1,0,1,1,-.34679773,-6.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1474,33,18,19,male,white,$25000 or more,middle atlantic,conservative,catholic,18,1,0,1,0,1,1,-.74988836,-13.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1475,40,12,12,female,white,$10000 - 14999,middle atlantic,slghtly conservative,protestant,12,1,1,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1476,19,12,,male,white,$25000 or more,middle atlantic,conservative,catholic,12,1,0,1,0,1,1,-1.5560696,-27.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
1477,38,20,20,male,white,$25000 or more,middle atlantic,slghtly conservative,catholic,20,1,0,1,0,1,1,-.46196648,-8.0200005,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
1478,25,16,,female,black,$25000 or more,e. sou. central,liberal,protestant,16,1,0,1,0,1,1,-1.2105633,-21.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1479,22,10,,female,black,$3000 to 3999,e. sou. central,slightly liberal,none,10,1,0,1,0,1,1,-1.3833164,-24.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1480,26,12,11,female,white,$3000 to 3999,e. sou. central,moderate,protestant,12,1,0,0,0,0,0,-1.152979,-20.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1481,56,8,,female,white,$5000 to 5999,e. sou. central,moderate,protestant,8,1,0,1,0,1,1,.57455224,9.9799995,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1482,22,12,11,male,white,,e. sou. central,liberal,none,12,1,0,0,0,0,0,-1.3833164,-24.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1483,26,10,,female,black,$1000 to 2999,e. sou. central,moderate,none,10,1,0,1,0,1,1,-1.152979,-20.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1484,19,10,,female,black,$5000 to 5999,e. sou. central,slghtly conservative,none,10,1,0,1,0,1,1,-1.5560696,-27.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1485,43,9,3,female,black,$10000 - 14999,e. sou. central,conservative,protestant,9,0,0,0,0,0,0,-.17404461,-3.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1486,51,12,12,female,black,$25000 or more,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,.28663036,4.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1487,43,12,8,male,white,$25000 or more,e. sou. central,moderate,none,12,0,0,0,0,0,0,-.17404461,-3.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1488,43,9,,male,white,$20000 - 24999,e. sou. central,moderate,protestant,9,1,0,1,0,1,1,-.17404461,-3.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1489,31,12,11,female,white,$10000 - 14999,e. sou. central,conservative,protestant,12,1,0,0,0,0,0,-.86505711,-15.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1490,72,8,,male,white,$8000 to 9999,e. sou. central,conservative,protestant,8,1,0,1,0,1,1,1.4959022,25.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1491,71,12,8,female,white,$15000 - 19999,e. sou. central,moderate,protestant,12,0,0,0,0,0,0,1.4383178,24.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1492,63,13,4,male,white,$20000 - 24999,e. sou. central,extrmly conservative,protestant,13,0,0,0,0,0,0,.97764283,16.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1493,24,12,,female,white,$20000 - 24999,e. sou. central,slghtly conservative,protestant,12,1,0,1,0,1,1,-1.2681477,-22.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1494,40,12,,female,white,$20000 - 24999,e. sou. central,extrmly conservative,protestant,12,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1495,42,16,20,female,white,$25000 or more,e. sou. central,moderate,protestant,16,1,0,1,0,1,1,-.23162898,-4.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1496,70,18,17,female,white,$25000 or more,e. sou. central,liberal,protestant,18,1,0,1,0,1,0,1.3807335,23.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1497,36,16,,female,black,$20000 - 24999,e. sou. central,moderate,protestant,16,1,0,1,0,1,1,-.57713521,-10.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1498,32,16,12,female,white,$25000 or more,e. sou. central,conservative,protestant,16,1,1,0,0,0,0,-.80747271,-14.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1499,67,12,12,male,white,$20000 - 24999,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,1.2079804,20.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1500,31,8,12,female,black,,e. sou. central,conservative,protestant,8,1,1,0,0,0,0,-.86505711,-15.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1501,53,12,,female,black,$7000 to 7999,e. sou. central,conservative,protestant,12,1,0,1,0,1,1,.40179911,6.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1502,33,16,18,female,white,$25000 or more,w. sou. central,moderate,protestant,16,1,0,1,0,1,0,-.74988836,-13.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1503,26,17,16,female,white,$25000 or more,w. sou. central,moderate,other (specify),17,1,0,1,1,0,0,-1.152979,-20.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1504,44,16,20,female,white,$8000 to 9999,w. sou. central,moderate,catholic,16,1,0,1,0,1,1,-.11646024,-2.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1505,40,16,16,male,black,$25000 or more,w. sou. central,liberal,protestant,16,1,0,1,1,0,0,-.34679773,-6.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1506,22,12,12,female,white,$10000 - 14999,w. sou. central,moderate,protestant,12,1,1,0,0,0,0,-1.3833164,-24.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1507,27,14,,male,white,$15000 - 19999,w. sou. central,slghtly conservative,catholic,14,1,0,1,0,1,1,-1.0953946,-19.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1508,33,14,20,male,white,$25000 or more,w. sou. central,conservative,jewish,14,1,0,1,0,1,1,-.74988836,-13.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1509,34,11,7,male,white,$20000 - 24999,w. sou. central,moderate,none,11,0,0,0,0,0,0,-.69230396,-12.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1510,66,14,,female,white,$20000 - 24999,w. sou. central,moderate,protestant,14,1,0,1,0,1,1,1.150396,19.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1511,24,12,,male,black,$10000 - 14999,w. sou. central,moderate,protestant,12,1,0,1,0,1,1,-1.2681477,-22.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1512,44,14,12,female,black,refused,w. sou. central,moderate,protestant,14,1,1,0,0,0,0,-.11646024,-2.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1513,38,14,16,male,black,$25000 or more,w. sou. central,slghtly conservative,protestant,14,1,0,1,1,0,0,-.46196648,-8.0200005,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1514,46,12,,male,black,$10000 - 14999,w. sou. central,liberal,protestant,12,1,0,1,0,1,1,-.0012914971,-.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1515,40,13,,female,black,$25000 or more,w. sou. central,moderate,none,13,1,0,1,0,1,1,-.34679773,-6.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1516,75,18,8,female,white,$3000 to 3999,w. sou. central,extrmly conservative,protestant,18,0,0,0,0,0,0,1.6686553,28.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1517,61,11,10,female,white,$20000 - 24999,w. sou. central,slghtly conservative,protestant,11,1,0,0,0,0,0,.86247408,14.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1518,30,12,,male,white,$25000 or more,w. sou. central,moderate,other (specify),12,1,0,1,0,1,1,-.92264146,-16.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1519,38,13,,female,white,$20000 - 24999,w. sou. central,conservative,protestant,13,1,0,1,0,1,1,-.46196648,-8.0200005,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
